ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1423342_at	1.00	2.07e-01	-1.34	-6.1984657	-5.36e-01	Barx1	BarH-like homeobox 1
1435202_at	1.00	2.07e-01	1.34	-6.1984895	1.65e-01	Zfp574	zinc finger protein 574
1460121_at	1.00	2.07e-01	-1.34	-6.1985473	-2.91e-01	9630010G10Rik	RIKEN cDNA 9630010G10 gene
1427170_at	1.00	2.07e-01	1.34	-6.1985481	2.14e-01	Psma8	proteasome (prosome, macropain) subunit, alpha type, 8
1435754_at	1.00	2.07e-01	1.34	-6.1985687	7.16e-02	Zyg11b	zyg-ll family member B, cell cycle regulator
1440397_at	1.00	2.07e-01	1.34	-6.1985854	3.80e-01	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1
1426943_at	1.00	2.08e-01	1.34	-6.199189	2.21e-01	Ints1	integrator complex subunit 1
1450757_at	1.00	2.08e-01	1.34	-6.1993226	1.28	Cdh11	cadherin 11
1458417_at	1.00	2.08e-01	1.34	-6.1993616	1.90e-01	Kdm3b	KDM3B lysine (K)-specific demethylase 3B
1433197_at	1.00	2.08e-01	-1.34	-6.1993627	-4.57e-01	4930445B03Rik	RIKEN cDNA 4930445B03 gene
1431890_a_at	1.00	2.08e-01	1.34	-6.1994773	1.08e-01	Mllt3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3
1425252_a_at	1.00	2.08e-01	1.34	-6.199695	2.76e-01	Mad1l1	MAD1 mitotic arrest deficient 1-like 1
1428609_at	1.00	2.08e-01	1.34	-6.1997356	2.97e-01	Myl12b	myosin, light chain 12B, regulatory
1448160_at	1.00	2.08e-01	-1.34	-6.19976	-1.04e-01	Lcp1	lymphocyte cytosolic protein 1
1456393_at	1.00	2.08e-01	1.34	-6.1998905	8.38e-02	Bbip1	BBSome interacting protein 1
1432505_at	1.00	2.08e-01	1.34	-6.1999043	1.03	1700009J07Rik	RIKEN cDNA 1700009J07 gene
1423262_a_at	1.00	2.08e-01	-1.34	-6.2000095	-7.99e-02	Gm12657///Gm6749///H3f3c///Gm10257///H3f3b///H3f3a	predicted gene 12657///predicted pseudogene 6749///H3 histone, family 3C///H3 histone, family 3A pseudogene///H3 histone, family 3B///H3 histone, family 3A
1449136_at	1.00	2.08e-01	1.34	-6.2000971	1.24	Epx	eosinophil peroxidase
1451091_at	1.00	2.08e-01	1.34	-6.2001083	1.80e-01	Txndc5	thioredoxin domain containing 5
1435906_x_at	1.00	2.08e-01	1.34	-6.2004505	1.54e-01	Gbp2	guanylate binding protein 2
1451432_x_at	1.00	2.08e-01	-1.34	-6.2006884	-1.12e-01	Alkbh4	alkB homolog 4, lysine demethylase
1420288_at	1.00	2.08e-01	1.34	-6.200691	2.25e-01		
1428584_a_at	1.00	2.08e-01	-1.34	-6.2008157	-1.32e-01	Haghl	hydroxyacylglutathione hydrolase-like
1443398_at	1.00	2.08e-01	-1.34	-6.2009413	-1.05		
1435616_at	1.00	2.08e-01	1.34	-6.2010396	1.34e-01	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1
1453256_at	1.00	2.08e-01	-1.34	-6.2015144	-1.35e-01	Polr3c	polymerase (RNA) III (DNA directed) polypeptide C
1451066_at	1.00	2.08e-01	-1.34	-6.2017146	-8.15e-02	Mboat7	membrane bound O-acyltransferase domain containing 7
1424926_at	1.00	2.08e-01	1.34	-6.201839	1.30e-01	Sec63	SEC63-like (S. cerevisiae)
1446590_at	1.00	2.08e-01	1.34	-6.2020253	6.57e-01		
1454702_at	1.00	2.08e-01	1.34	-6.2020338	1.22e-01	4930503L19Rik	RIKEN cDNA 4930503L19 gene
1427506_at	1.00	2.08e-01	1.34	-6.2021158	7.83e-01	Lrr1	leucine rich repeat protein 1
1445007_at	1.00	2.08e-01	-1.34	-6.2022386	-7.01e-01		
1419761_a_at	1.00	2.08e-01	-1.34	-6.2023484	-1.51e-01	Gabpb1	GA repeat binding protein, beta 1
1458219_at	1.00	2.08e-01	1.33	-6.2026389	2.72e-01	Bcas2	breast carcinoma amplified sequence 2
1440931_at	1.00	2.08e-01	1.33	-6.2026996	7.34e-01	Scrt2	scratch family zinc finger 2
1440123_at	1.00	2.08e-01	1.33	-6.2028195	1.83e-01		
1455118_at	1.00	2.08e-01	1.33	-6.2028852	1.25e-01	Tcaim	T cell activation inhibitor, mitochondrial
1459730_at	1.00	2.08e-01	1.33	-6.2030697	3.36e-01		
1427649_at	1.00	2.09e-01	-1.33	-6.2031481	-4.23e-01		
1458161_at	1.00	2.09e-01	-1.33	-6.2031672	-1.22e-01	Kcnq1ot1	KCNQ1 overlapping transcript 1
1426655_a_at	1.00	2.09e-01	1.33	-6.2032288	1.40e-01	Fam63a	family with sequence similarity 63, member A
1450344_a_at	1.00	2.09e-01	1.33	-6.2032609	7.88e-02	Ptger3	prostaglandin E receptor 3 (subtype EP3)
1455825_s_at	1.00	2.09e-01	1.33	-6.2033945	1.61e-01	Lnx1	ligand of numb-protein X 1
1456221_at	1.00	2.09e-01	-1.33	-6.2037608	-9.66e-01	Gm10632	predicted gene 10632
1423698_at	1.00	2.09e-01	1.33	-6.2037927	7.35e-02	Ncaph2	non-SMC condensin II complex, subunit H2
1421597_a_at	1.00	2.09e-01	1.33	-6.2038583	6.23e-01	Msx3	msh homeobox 3
1436720_s_at	1.00	2.09e-01	1.33	-6.2038923	1.24	Oog3	oogenesin 3
1424648_at	1.00	2.09e-01	1.33	-6.2040146	1.34e-01	Ift27	intraflagellar transport 27
1419354_at	1.00	2.09e-01	1.33	-6.2042376	1.95e-01	Klf7	Kruppel-like factor 7 (ubiquitous)
1417614_at	1.00	2.09e-01	-1.33	-6.2045179	-7.52e-01	Ckm	creatine kinase, muscle
1452204_at	1.00	2.09e-01	1.33	-6.2045483	1.38e-01	Anks1	ankyrin repeat and SAM domain containing 1
1424255_at	1.00	2.09e-01	1.33	-6.2047259	1.64e-01	Supt5	suppressor of Ty 5
1451373_at	1.00	2.09e-01	-1.33	-6.2047277	-1.15	Ugt3a1	UDP glycosyltransferases 3 family, polypeptide A1
1455039_a_at	1.00	2.09e-01	-1.33	-6.204927	-7.70e-02	Sin3b	transcriptional regulator, SIN3B (yeast)
1453339_at	1.00	2.09e-01	-1.33	-6.2050213	-1.09	Tcp11x2	t-complex 11 family, X-linked 2
1431751_a_at	1.00	2.09e-01	-1.33	-6.2051452	-2.66e-01	Mpped2	metallophosphoesterase domain containing 2
1419261_at	1.00	2.09e-01	-1.33	-6.2051672	-1.16e-01	Acad8	acyl-Coenzyme A dehydrogenase family, member 8
1453954_a_at	1.00	2.09e-01	1.33	-6.205223	1.86e-01	Mrps5	mitochondrial ribosomal protein S5
1435141_at	1.00	2.09e-01	-1.33	-6.2053654	-9.74e-02	Sft2d2	SFT2 domain containing 2
1416869_x_at	1.00	2.09e-01	1.33	-6.2054566	1.32e-01	Zgpat///Lime1	zinc finger, CCCH-type with G patch domain///Lck interacting transmembrane adaptor 1
1446445_at	1.00	2.09e-01	-1.33	-6.2055345	-2.87e-01		
1439684_at	1.00	2.09e-01	1.33	-6.205805	1.20	4930570G19Rik	RIKEN cDNA 4930570G19 gene
1459937_at	1.00	2.09e-01	-1.33	-6.2058326	-1.03	Ass1	argininosuccinate synthetase 1
1425672_a_at	1.00	2.09e-01	1.33	-6.2059822	8.65e-01	Xntrpc///Trpc2	Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough///transient receptor potential cation channel, subfamily C, member 2
1453621_at	1.00	2.09e-01	1.33	-6.2060763	2.32e-01	Thoc7	THO complex 7
1430191_at	1.00	2.09e-01	-1.33	-6.2060965	-2.86e-01	9130004J05Rik	RIKEN cDNA 9130004J05 gene
1439032_at	1.00	2.09e-01	1.33	-6.2061401	1.37e-01	Haus2	HAUS augmin-like complex, subunit 2
1432547_at	1.00	2.09e-01	1.33	-6.2061503	5.73e-01	C030005H24Rik	RIKEN cDNA C030005H24 gene
1443931_at	1.00	2.09e-01	-1.33	-6.2063061	-2.37e-01	Zfp882	zinc finger protein 882
1445825_at	1.00	2.09e-01	-1.33	-6.2063856	-9.69e-01		
1422598_at	1.00	2.09e-01	1.33	-6.2064097	8.99e-01	Casq1	calsequestrin 1
1445445_s_at	1.00	2.09e-01	-1.33	-6.2065491	-2.11e-01	Ptger1	prostaglandin E receptor 1 (subtype EP1)
1419159_at	1.00	2.09e-01	-1.33	-6.2066626	-1.68e-01	Golga3	golgi autoantigen, golgin subfamily a, 3
1459868_x_at	1.00	2.09e-01	-1.33	-6.2067951	-3.66e-01	LOC100861969///Gm13305///Gm2002///Il11ra2///Il11ra1	interleukin-11 receptor subunit alpha-2-like///predicted gene 13305///predicted gene 2002///interleukin 11 receptor, alpha chain 2///interleukin 11 receptor, alpha chain 1
1420729_at	1.00	2.09e-01	1.33	-6.206928	7.02e-01	Tcstv1	2-cell-stage, variable group, member 1
1425885_a_at	1.00	2.10e-01	-1.33	-6.2070078	-1.60e-01	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2
1454843_at	1.00	2.10e-01	1.33	-6.2070995	1.35e-01	Prps2	phosphoribosyl pyrophosphate synthetase 2
1423239_at	1.00	2.10e-01	-1.33	-6.2073615	-1.86e-01	Impdh1	inosine 5'-phosphate dehydrogenase 1
1417919_at	1.00	2.10e-01	1.33	-6.2073972	1.13e-01	Ppp1r7	protein phosphatase 1, regulatory (inhibitor) subunit 7
1436997_x_at	1.00	2.10e-01	-1.33	-6.2074848	-1.07e-01	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like
1419611_at	1.00	2.10e-01	-1.33	-6.2075295	-1.43e-01	4632415L05Rik	RRS1 ribosome biogenesis regulator homolog pseudogene
1454574_at	1.00	2.10e-01	-1.33	-6.2075782	-1.24	C430049A07Rik	RIKEN cDNA C430049A07 gene
1450239_at	1.00	2.10e-01	-1.33	-6.2076063	-8.38e-01	Glra3	glycine receptor, alpha 3 subunit
1421321_a_at	1.00	2.10e-01	1.33	-6.2076555	2.08e-01	Net1	neuroepithelial cell transforming gene 1
1421438_at	1.00	2.10e-01	1.33	-6.2076701	1.20	Pcdhb14	protocadherin beta 14
1420523_at	1.00	2.10e-01	-1.33	-6.2077422	-2.58e-01	Ccdc50	coiled-coil domain containing 50
1433321_at	1.00	2.10e-01	-1.33	-6.2077574	-3.75e-01	9430087B13Rik	RIKEN cDNA 9430087B13 gene
1438922_x_at	1.00	2.10e-01	-1.33	-6.2080176	-9.27e-02	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5
1456407_a_at	1.00	2.10e-01	-1.33	-6.2081253	-1.45e-01	Tlk1	tousled-like kinase 1
1451703_s_at	1.00	2.10e-01	-1.33	-6.2081482	-9.54e-02	Aprt	adenine phosphoribosyl transferase
1455306_at	1.00	2.10e-01	-1.33	-6.2082266	-1.51e-01	Fam193a	family with sequence similarity 193, member A
1417154_at	1.00	2.10e-01	-1.33	-6.2083748	-9.39e-02	Slc25a14	solute carrier family 25 (mitochondrial carrier, brain), member 14
1446634_at	1.00	2.10e-01	1.33	-6.2086715	2.64e-01	D830036C21Rik	RIKEN cDNA D830036C21 gene
1449421_a_at	1.00	2.10e-01	-1.33	-6.20906	-7.93e-01	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2
1437747_at	1.00	2.10e-01	-1.33	-6.2092725	-1.26e-01	Ube4a	ubiquitination factor E4A
1449101_at	1.00	2.10e-01	-1.33	-6.2094649	-1.15	Ebf2	early B cell factor 2
1431035_at	1.00	2.10e-01	-1.33	-6.2095964	-1.63e-01	Daam1	dishevelled associated activator of morphogenesis 1
1457699_at	1.00	2.10e-01	-1.33	-6.2096984	-1.11	E330009J07Rik	RIKEN cDNA E330009J07 gene
1451599_at	1.00	2.10e-01	-1.33	-6.2097852	-2.37e-01	Sesn2	sestrin 2
1422838_at	1.00	2.10e-01	1.33	-6.2098188	1.06	Kcnu1	potassium channel, subfamily U, member 1
1449942_a_at	1.00	2.10e-01	-1.33	-6.2099389	-1.02e-01	Ilk	integrin linked kinase
1428419_at	1.00	2.10e-01	1.33	-6.2100289	9.39e-02	Epg5	ectopic P-granules autophagy protein 5 homolog (C. elegans)
1454334_at	1.00	2.10e-01	-1.33	-6.2101297	-1.33	Zfp711	zinc finger protein 711
1457841_at	1.00	2.10e-01	-1.33	-6.2102493	-4.85e-01	Gm20362	predicted gene, 20362
1425056_s_at	1.00	2.10e-01	-1.33	-6.2102577	-1.98e-01	Ppp6r2	protein phosphatase 6, regulatory subunit 2
1435125_at	1.00	2.10e-01	1.33	-6.2102626	8.94e-01	Prima1	proline rich membrane anchor 1
1454239_at	1.00	2.10e-01	-1.33	-6.2102954	-1.11	4930578G10Rik	RIKEN cDNA 4930578G10 gene
1417036_at	1.00	2.10e-01	1.33	-6.2103276	8.43e-01	Sac3d1	SAC3 domain containing 1
1434234_at	1.00	2.10e-01	1.33	-6.2105382	1.63e-01	Zfp341	zinc finger protein 341
1424781_at	1.00	2.10e-01	-1.33	-6.2105567	-1.87e-01	Reep3	receptor accessory protein 3
1416185_a_at	1.00	2.10e-01	-1.33	-6.210576	-9.79e-02	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide
1419349_a_at	1.00	2.10e-01	1.33	-6.2107622	1.07	Cyp2d9	cytochrome P450, family 2, subfamily d, polypeptide 9
1430366_at	1.00	2.10e-01	-1.33	-6.2108884	-2.44e-01	5430405H02Rik	RIKEN cDNA 5430405H02 gene
1433076_at	1.00	2.11e-01	-1.33	-6.2109223	-8.46e-01	5430402O13Rik	RIKEN cDNA 5430402O13 gene
1423265_at	1.00	2.11e-01	-1.33	-6.2109415	-1.18e-01	Minpp1	multiple inositol polyphosphate histidine phosphatase 1
1442598_at	1.00	2.11e-01	1.33	-6.2110265	4.07e-01	Prkrip1	Prkr interacting protein 1 (IL11 inducible)
1452683_at	1.00	2.11e-01	1.33	-6.2112873	8.25e-02	Dnajc8	DnaJ heat shock protein family (Hsp40) member C8
1457946_at	1.00	2.11e-01	-1.33	-6.2112971	-1.33	Sebox	SEBOX homeobox
1425028_a_at	1.00	2.11e-01	-1.33	-6.2114617	-5.03e-01	Tpm2	tropomyosin 2, beta
1419814_s_at	1.00	2.11e-01	-1.33	-6.2114736	-8.19e-02	S100a1	S100 calcium binding protein A1
1429104_at	1.00	2.11e-01	-1.33	-6.2115231	-1.36e-01	Limd2	LIM domain containing 2
1447765_at	1.00	2.11e-01	-1.33	-6.2115457	-6.60e-01	Wdr48	WD repeat domain 48
1450648_s_at	1.00	2.11e-01	1.33	-6.2116109	3.13e-01	H2-Ab1	histocompatibility 2, class II antigen A, beta 1
1420816_at	1.00	2.11e-01	-1.33	-6.2117815	-2.42e-01	Ywhag	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
1419505_a_at	1.00	2.11e-01	1.33	-6.2118157	8.47e-02	Ggps1	geranylgeranyl diphosphate synthase 1
1436832_at	1.00	2.11e-01	-1.33	-6.2118309	-2.12e-01	Smim20	small integral membrane protein 20
1420449_at	1.00	2.11e-01	1.33	-6.2120068	2.03e-01	Heatr5b	HEAT repeat containing 5B
1452350_at	1.00	2.11e-01	1.33	-6.212164	1.08e-01	Brd8	bromodomain containing 8
1424624_at	1.00	2.11e-01	1.33	-6.212172	4.01e-01	2900011O08Rik	RIKEN cDNA 2900011O08 gene
1421765_at	1.00	2.11e-01	-1.33	-6.2122689	-3.94e-01	Pax5	paired box 5
1427986_a_at	1.00	2.11e-01	1.33	-6.2123119	3.96e-01	Col16a1	collagen, type XVI, alpha 1
1460741_x_at	1.00	2.11e-01	-1.33	-6.2123791	-1.21e-01	D17Wsu92e	DNA segment, Chr 17, Wayne State University 92, expressed
1439922_at	1.00	2.11e-01	1.33	-6.2124193	1.61e-01	Prrc1	proline-rich coiled-coil 1
1459234_at	1.00	2.11e-01	-1.33	-6.2125929	-3.70e-01		
1457965_at	1.00	2.11e-01	-1.33	-6.2126611	-1.24		
1437578_at	1.00	2.11e-01	1.33	-6.2126699	1.40	Clca3a2	chloride channel accessory 3A2
1443888_at	1.00	2.11e-01	-1.33	-6.2127297	-3.51e-01	AU023762	expressed sequence AU023762
1454047_a_at	1.00	2.11e-01	-1.33	-6.2127592	-9.39e-02	Cep57l1	centrosomal protein 57-like 1
1426415_a_at	1.00	2.11e-01	1.33	-6.2127683	2.89e-01	Trim25	tripartite motif-containing 25
1429115_at	1.00	2.11e-01	-1.33	-6.2128709	-2.52e-01	Toporsos	topoisomerase I binding, arginine/serine-rich, opposite strand
1432296_a_at	1.00	2.11e-01	-1.33	-6.2129733	-2.19e-01	Itgav	integrin alpha V
1417603_at	1.00	2.11e-01	-1.33	-6.213005	-6.72e-01	Per2	period circadian clock 2
1446005_at	1.00	2.11e-01	-1.33	-6.2131241	-3.35e-01	D2Ertd337e	DNA segment, Chr 2, ERATO Doi 337, expressed
1436115_at	1.00	2.11e-01	1.33	-6.2134769	6.87e-01	Gm266	predicted gene 266
1437257_at	1.00	2.11e-01	-1.33	-6.2136068	-3.66e-01	Wdr47	WD repeat domain 47
1419908_at	1.00	2.11e-01	-1.33	-6.2136142	-2.11e-01	Fcrla	Fc receptor-like A
1453855_at	1.00	2.11e-01	1.33	-6.2136731	9.34e-01	Mxra7	matrix-remodelling associated 7
1438614_x_at	1.00	2.11e-01	-1.33	-6.2136951	-3.69e-01	Osbpl9	oxysterol binding protein-like 9
1447237_at	1.00	2.11e-01	-1.33	-6.2141206	-1.03		
1435208_at	1.00	2.11e-01	-1.33	-6.2141767	-9.21e-02	Dtx3l	deltex 3-like, E3 ubiquitin ligase
1435649_at	1.00	2.11e-01	1.33	-6.2143696	3.24e-01	Nexn	nexilin
1452766_at	1.00	2.11e-01	-1.33	-6.2144044	-7.99e-01	Tppp	tubulin polymerization promoting protein
1423312_at	1.00	2.11e-01	1.33	-6.2145249	1.18	Tpbg	trophoblast glycoprotein
1421977_at	1.00	2.11e-01	-1.33	-6.214616	-3.16e-01	Mmp19	matrix metallopeptidase 19
1442707_at	1.00	2.11e-01	1.33	-6.214648	1.12	Camk2a	calcium/calmodulin-dependent protein kinase II alpha
1452482_at	1.00	2.11e-01	1.33	-6.2147385	5.37e-01	Erbb3	erb-b2 receptor tyrosine kinase 3
1433501_at	1.00	2.12e-01	-1.33	-6.2147796	-1.15e-01	Ctso	cathepsin O
1446439_at	1.00	2.12e-01	-1.32	-6.2149438	-4.26e-01		
1427312_at	1.00	2.12e-01	1.32	-6.2152488	1.06	Cmya5	cardiomyopathy associated 5
1432447_a_at	1.00	2.12e-01	-1.32	-6.2154551	-7.44e-02	Meaf6	MYST/Esa1-associated factor 6
1417517_at	1.00	2.12e-01	-1.32	-6.2157913	-1.38e-01	Plagl2	pleiomorphic adenoma gene-like 2
1433822_x_at	1.00	2.12e-01	1.32	-6.2158058	1.25e-01	Anapc5	anaphase-promoting complex subunit 5
1431254_at	1.00	2.12e-01	1.32	-6.2158092	1.22	Kbtbd11	kelch repeat and BTB (POZ) domain containing 11
1459338_at	1.00	2.12e-01	1.32	-6.2159369	1.64e-01		
1439975_at	1.00	2.12e-01	1.32	-6.2159428	6.76e-01	Tmem150c	transmembrane protein 150C
1425474_a_at	1.00	2.12e-01	-1.32	-6.2159784	-1.16e-01	Vps39	VPS39 HOPS complex subunit
1453730_at	1.00	2.12e-01	-1.32	-6.2161243	-3.69e-01	Samd8	sterile alpha motif domain containing 8
1454882_at	1.00	2.12e-01	-1.32	-6.2162486	-1.20e-01	L3mbtl3	l(3)mbt-like 3 (Drosophila)
1438450_at	1.00	2.12e-01	1.32	-6.2162963	8.24e-01	Lin7a	lin-7 homolog A (C. elegans)
1438959_x_at	1.00	2.12e-01	-1.32	-6.2163632	-1.09		
1440057_at	1.00	2.12e-01	1.32	-6.2164929	5.17e-01	Hsd17b7	hydroxysteroid (17-beta) dehydrogenase 7
1445865_at	1.00	2.12e-01	1.32	-6.2165017	6.47e-01		
1438289_a_at	1.00	2.12e-01	1.32	-6.2166939	8.83e-02	Sumo1	small ubiquitin-like modifier 1
1460312_at	1.00	2.12e-01	1.32	-6.2167821	4.37e-01	Olfr157	olfactory receptor 157
1459956_at	1.00	2.12e-01	-1.32	-6.2168083	-1.36e-01		
1434710_at	1.00	2.12e-01	1.32	-6.2168287	1.12e-01	Dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29
1422005_at	1.00	2.12e-01	-1.32	-6.2168362	-1.09e-01	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2
1439617_s_at	1.00	2.12e-01	1.32	-6.2173019	1.10	Pck1	phosphoenolpyruvate carboxykinase 1, cytosolic
1423025_a_at	1.00	2.12e-01	-1.32	-6.2174596	-3.47e-01	Gm21949///Schip1	predicted gene, 21949///schwannomin interacting protein 1
1431896_at	1.00	2.12e-01	-1.32	-6.2175532	-2.42e-01	4930447C04Rik	RIKEN cDNA 4930447C04 gene
1460190_at	1.00	2.12e-01	-1.32	-6.2176767	-9.18e-01	Ap1m2	adaptor protein complex AP-1, mu 2 subunit
1443502_at	1.00	2.12e-01	1.32	-6.2178652	4.65e-01	Birc7	baculoviral IAP repeat-containing 7 (livin)
1439445_x_at	1.00	2.12e-01	1.32	-6.2179554	5.50e-01	Acly	ATP citrate lyase
1445386_at	1.00	2.12e-01	1.32	-6.2179741	1.20		
1457572_at	1.00	2.12e-01	1.32	-6.2182127	7.74e-01		
1427303_at	1.00	2.12e-01	-1.32	-6.2183756	-1.18	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3
1439213_at	1.00	2.12e-01	-1.32	-6.218386	-7.99e-01	Ston1	stonin 1
1456876_at	1.00	2.12e-01	-1.32	-6.2184256	-3.80e-01	Mypop	Myb-related transcription factor, partner of profilin
1455315_at	1.00	2.13e-01	1.32	-6.2188759	1.21e-01	Trp53i13	transformation related protein 53 inducible protein 13
1434683_at	1.00	2.13e-01	1.32	-6.2189279	9.62e-02	Cux1	cut-like homeobox 1
1427869_at	1.00	2.13e-01	-1.32	-6.2189486	-5.37e-01	Ighm	immunoglobulin heavy constant mu
1460053_at	1.00	2.13e-01	-1.32	-6.219159	-1.34e-01	Smyd4	SET and MYND domain containing 4
1447681_x_at	1.00	2.13e-01	-1.32	-6.2193233	-6.43e-01		
1427756_x_at	1.00	2.13e-01	-1.32	-6.2197584	-4.91e-01	Ighm	immunoglobulin heavy constant mu
1444965_at	1.00	2.13e-01	-1.32	-6.2200247	-8.31e-01	E130002L11Rik	RIKEN cDNA E130002L11 gene
1450298_at	1.00	2.13e-01	-1.32	-6.2200612	-1.55e-01	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14
1446003_at	1.00	2.13e-01	1.32	-6.2201534	9.18e-01		
1437894_at	1.00	2.13e-01	-1.32	-6.2202024	-5.39e-01	Prox1	prospero homeobox 1
1420313_x_at	1.00	2.13e-01	-1.32	-6.220236	-3.53e-01		
1419701_s_at	1.00	2.13e-01	1.32	-6.2204064	1.29e-01	Anks3	ankyrin repeat and sterile alpha motif domain containing 3
1416541_at	1.00	2.13e-01	1.32	-6.2206299	3.21e-01	Clpb	ClpB caseinolytic peptidase B
1419232_a_at	1.00	2.13e-01	-1.32	-6.2206854	-8.00e-01	Apoa1	apolipoprotein A-I
1456377_x_at	1.00	2.13e-01	-1.32	-6.2207508	-1.23e-01	Limd2	LIM domain containing 2
1441439_at	1.00	2.13e-01	1.32	-6.2208137	6.84e-01	Ucn3	urocortin 3
1437054_x_at	1.00	2.13e-01	-1.32	-6.2209406	-7.40e-01	Prm1	protamine 1
1447425_at	1.00	2.13e-01	1.32	-6.2211741	1.07	Vstm2b	V-set and transmembrane domain containing 2B
1438381_x_at	1.00	2.13e-01	1.32	-6.2212544	2.67e-01	Ddx47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
1432044_a_at	1.00	2.13e-01	-1.32	-6.2213296	-6.75e-01	4921504E06Rik	RIKEN cDNA 4921504E06 gene
1422463_a_at	1.00	2.13e-01	1.32	-6.2215963	7.95e-02	Mrpl3	mitochondrial ribosomal protein L3
1445647_at	1.00	2.13e-01	-1.32	-6.221764	-1.37e-01	AI447881	expressed sequence AI447881
1450843_a_at	1.00	2.13e-01	1.32	-6.2217991	1.11	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1
1423881_at	1.00	2.13e-01	-1.32	-6.2218896	-1.11e-01	Ppp6r3	protein phosphatase 6, regulatory subunit 3
1455798_at	1.00	2.13e-01	-1.32	-6.2219068	-7.48e-02	Galk2	galactokinase 2
1420005_s_at	1.00	2.13e-01	-1.32	-6.2220862	-9.84e-01	Bmp15	bone morphogenetic protein 15
1450683_at	1.00	2.13e-01	-1.32	-6.2221273	-5.17e-01	Tagln3	transgelin 3
1433500_at	1.00	2.13e-01	1.32	-6.2221962	1.24	Dennd2a	DENN/MADD domain containing 2A
1435902_at	1.00	2.13e-01	-1.32	-6.2222361	-1.63e-01	Nudt18	nudix (nucleoside diphosphate linked moiety X)-type motif 18
1456177_x_at	1.00	2.13e-01	1.32	-6.2222822	9.43e-02	Gm10193///Zfp706	predicted gene 10193///zinc finger protein 706
1422760_at	1.00	2.13e-01	1.32	-6.2223917	3.02e-01	Padi4	peptidyl arginine deiminase, type IV
1436862_at	1.00	2.13e-01	-1.32	-6.2224035	-1.28e-01	Doc2a	double C2, alpha
1432318_at	1.00	2.14e-01	-1.32	-6.2224644	-9.17e-01	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1
1446936_at	1.00	2.14e-01	1.32	-6.2226617	1.82e-01		
1433983_at	1.00	2.14e-01	-1.32	-6.2227252	-1.44e-01	Cnksr3	Cnksr family member 3
1438438_at	1.00	2.14e-01	-1.32	-6.2228198	-1.72e-01	Rilpl1	Rab interacting lysosomal protein-like 1
1442431_at	1.00	2.14e-01	1.32	-6.2228516	3.53e-01		
1460210_at	1.00	2.14e-01	-1.32	-6.2230173	-1.49e-01	Pkd1	polycystic kidney disease 1 homolog
1454765_at	1.00	2.14e-01	1.32	-6.2230686	1.38e-01	Gtf3c3	general transcription factor IIIC, polypeptide 3
1426067_x_at	1.00	2.14e-01	1.32	-6.2231844	4.96e-01	Cct3	chaperonin containing Tcp1, subunit 3 (gamma)
1445794_at	1.00	2.14e-01	1.32	-6.2233717	1.31		
1459036_at	1.00	2.14e-01	-1.32	-6.2234805	-2.93e-01	9430091E24Rik	RIKEN cDNA 9430091E24 gene
1443638_at	1.00	2.14e-01	1.32	-6.2234883	9.21e-01		
1440487_at	1.00	2.14e-01	-1.32	-6.2235328	-5.07e-01	Dcc	deleted in colorectal carcinoma
1431699_at	1.00	2.14e-01	1.32	-6.2235726	9.25e-01	Fut4-ps1	fucosyltransferase 4, pseudogene 1
1432229_a_at	1.00	2.14e-01	-1.32	-6.2235752	-5.14e-01	Cdyl2	chromodomain protein, Y chromosome-like 2
1439738_at	1.00	2.14e-01	1.32	-6.2236187	1.79e-01	Mettl13	methyltransferase like 13
1458626_at	1.00	2.14e-01	1.32	-6.2236226	1.02	Nos1	nitric oxide synthase 1, neuronal
1419577_at	1.00	2.14e-01	1.32	-6.2236332	1.50e-01	Fig4	FIG4 phosphoinositide 5-phosphatase
1416189_a_at	1.00	2.14e-01	1.32	-6.223774	9.34e-02	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)
1433585_at	1.00	2.14e-01	-1.32	-6.2237816	-1.56e-01	Tnpo1	transportin 1
1443813_x_at	1.00	2.14e-01	-1.32	-6.2238189	-7.34e-01	Bckdk	branched chain ketoacid dehydrogenase kinase
1451011_at	1.00	2.14e-01	-1.32	-6.2238342	-6.44e-01	Zfp358	zinc finger protein 358
